"","Year","NumberEmploy","ProvinceCode"
"333",94,0.908517837689268,28
"334",94,0.750492265661087,29
"335",94,0.910845327449203,30
"336",95,0.838008777275279,0
"337",95,0.86430607568213,1
"338",95,0.967252738307736,2
"339",95,0.875279121233471,3
"340",95,0.857521908128012,4
"341",95,0.875546814364004,5
"342",95,0.97410942599723,6
"343",95,0.845451223554076,7
"344",95,0.7616890078582,8
"345",95,0.872079361938278,9
"346",95,0.836542341742271,10
"347",95,0.810472951379093,11
"348",95,0.961084505789534,12
"349",95,0.863140841353526,13
"350",95,0.908517770137639,14
"351",95,0.926909954427114,15
"352",95,0.929791546796287,16
"353",95,0.918066913449159,17
"354",95,0.859021500194192,18
"355",95,0.801296766857048,19
"356",95,0.806597825461776,20
"357",95,0.837915958843187,21
"358",95,0.924654448666457,22
"359",95,0.880772830930518,23
"360",95,0.868254375333591,24
"361",95,0.866745531061484,25
"362",95,0.874577107188205,26
"363",95,0.865575596456483,27
"364",95,0.921716535967817,28
"365",95,0.655882534073504,29
"366",95,0.880402112199447,30
"367",96,0.827887732089397,0
"368",96,0.822335217686663,1
"369",96,0.967348945301923,2
"370",96,0.875757418257225,3
"371",96,0.864496311970659,4
"372",96,0.830297076633599,5
"373",96,0.909002074357606,6
"374",96,0.874420259929671,7
"375",96,0.792978229131072,8
"376",96,0.903191195812645,9
"377",96,0.862715058798349,10
"378",96,0.792191667385335,11
"379",96,0.988552699913112,12
"380",96,0.869966924902001,13
"381",96,0.964399263226799,14
"382",96,0.905981704804981,15
"383",96,0.894049406008727,16
"384",96,0.942159407681019,17
"385",96,0.881504059162522,18
"386",96,0.785362946807193,19
"387",96,0.704048273017677,20
"388",96,0.870658349845051,21
"389",96,0.920061411143993,22
"390",96,0.952060963840059,23
"391",96,0.898183300567337,24
"392",96,0.924149302336437,25
"393",96,0.849762187861568,26
"394",96,0.93171914433435,27
"395",96,0.882298578059044,28
"396",96,0.712845908034787,29
"397",96,0.83764559421118,30
"398",97,0.874811074544131,0
"399",97,0.833460290881474,1
"400",97,0.944988190675074,2
"401",97,0.843709632700899,3
"402",97,0.815029092798435,4
"403",97,0.829877278874898,5
"404",97,0.914932076839866,6
"405",97,0.873174173270472,7
"406",97,0.740014490884865,8
"407",97,0.900592206549945,9
"408",97,0.85237003668754,10
"409",97,0.739448344775666,11
"410",97,0.979747345130944,12
"411",97,0.852807635032053,13
"412",97,0.927257011415427,14
"413",97,0.855469489433554,15
"414",97,0.922834901460644,16
"415",97,1.04669421487603,17
"416",97,0.892676943419862,18
"417",97,0.815466558389214,19
"418",97,0.698434818000035,20
"419",97,0.868796406765387,21
"420",97,1.00090041522333,22
"421",97,0.891887927010387,23
"422",97,0.888910464082413,24
"423",97,0.943809023228039,25
"424",97,0.863563615359623,26
"425",97,0.967029761253588,27
"426",97,0.965298319562825,28
"427",97,0.812346909834727,29
"428",97,0.844666815729835,30
