"","HHID","ProvinceCode","HIndivNo","Region","Total_Exp_Month","Total_Exp_Month_nondurable","Size","EqSizeRevOECD","Weight","Decile","HSex","HEduLevel","HEduYears","HActivityState","Benzin_Exp","Transportation_Exp","Other_Exp","Benzin_Exp_Add","Mehr98","Yaraneh2","Yaraneh","BenzinP1","TransportationP1","Other_ExpP1","BenzinP2","TransportationP2","Other_ExpP2","BenzinShare","TransportationShare","Other_ExpShare","CV","Loss","Loss_Amount","taxicode","Win_Amount","Win_Share"
"13","10415057802",4,1,"Urban",1323333.33333333,1100000,1,1,542,1,"Male","Illiterate",0,"Other",0,0,1323333.33333333,0,177,550000,550000,0,0,1709708.02919708,0,0,2222620.4379562,0,0,1,-397000,0,NA,0,153000,0.115617128463476
"14","10713092511",7,1,"Urban",6417661.66666667,5845000,5,3.4,1293,1,"Male","Secondary",8,"Other",0,30000,6387661.66666667,0,174.5,2050000,2050000,0,38211.6788321168,8136109.20316302,0,42414.9635036496,10576941.9641119,0,0.00467459980880887,0.995325400191191,-1919138.60943147,0,NA,0,130861.390568532,0.020390821044404
"15","10719094302",7,1,"Urban",1135531.33333333,1092800,2,1.7,1073,1,"Female","Illiterate",0,"Income without Work",0,0,1135531.33333333,0,174.5,1030000,1030000,0,0,1446351.95377129,0,0,1880257.53990268,0,0,1,-340659.4,0,NA,0,689340.6,0.607064358124273
"16","10719094311",7,1,"Urban",4989296,4513500,4,2.7,1073,1,"Male","Primary",5,"Employed",90000,0,4899296,0,174.5,1720000,1720000,90000,0,6240344.17518248,135000,0,8112447.42773723,0.0180386170714265,0,0.981961382928573,-1513553.22675081,0,NA,0,206446.773249192,0.0413779365363754
"17","10720094414",7,1,"Urban",5370462.66666667,5309000,4,2.7,1039,1,"Male","Primary",5,"Employed",0,1e+05,5270462.66666667,0,174.5,1720000,1720000,0,127372.262773723,6713107.55717762,0,141383.211678832,8727039.8243309,0,0.0186203696416473,0.981379630358353,-1590628.43415437,0,NA,0,129371.565845635,0.0240894637716443
"18","10812104205",8,1,"Urban",6585161.66666667,6220000,5,3.4,434,1,"Male","Primary",5,"Employed",3e+05,0,6285161.66666667,0,177.3,2050000,2050000,3e+05,0,8134008.49270073,450000,0,10574211.040511,0.0455569681027826,0,0.954443031897217,-2031540.14220665,0,NA,0,18459.8577933463,0.00280325050891126
"19","10815104611",8,1,"Urban",5999495,5691000,5,3.2,332,1,"Male","Illiterate",0,"Employed",0,3e+05,5699495,0,177.3,2050000,2050000,0,388248.175182482,7376061.77737226,0,430955.474452555,9588880.31058394,0,0.0500042086875645,0.949995791312436,-1738469.63556884,0,NA,0,311530.364431164,0.0519260978517632
"20","10816105011",8,1,"Urban",5610379.33333333,5406000,4,3.1,391,1,"Male","Secondary",8,"Employed",2e+05,1e+05,5310379.33333333,0,177.3,1720000,1720000,2e+05,129416.058394161,6872483.6189781,3e+05,143651.824817518,8934228.70467153,0.0356482134481935,0.0178241067240967,0.94652767982771,-1699798.52203349,0,NA,0,20201.4779665079,0.00360073299259525
"21","11009129208",10,1,"Urban",5780666.66666667,5449000,4,3.1,1984,1,"Male","Illiterate",0,"Income without Work",0,2e+05,5580666.66666667,0,176.8,1720000,1720000,0,258102.189781022,7201911.43552312,0,286493.430656934,9362484.86618005,0,0.0345980855725983,0.965401914427402,-1693230.97878782,0,NA,0,26769.021212175,0.00463078443296765
"22","11101134805",11,1,"Urban",3897097,3853500,3,2.2,482,1,"Male","Secondary",12,"Employed",0,0,3897097,0,185.2,1380000,1380000,0,0,5268192.44087591,0,0,6848650.17313869,0,0,1,-1169129.1,0,NA,0,210870.9,0.0541097386079946
"23","11101134911",11,1,"Urban",5928161.66666667,5815500,5,3.2,482,1,"Male","Secondary",8,"Employed",0,260000,5668161.66666667,0,185.2,2050000,2050000,0,351474.452554745,7662361.6107056,0,390136.642335766,9961070.09391727,0,0.0438584530280185,0.956141546971982,-1725227.68216769,0,NA,0,324772.317832307,0.0547846594094191
"24","11101135208",11,1,"Urban",1382532.33333333,1368000,1,1,482,1,"Male","Secondary",8,"Unemployed",0,0,1382532.33333333,0,185.2,550000,550000,0,0,1868941.51922141,0,0,2429623.97498783,0,0,1,-414759.7,0,NA,1,135240.3,0.0978207140182617
"25","11101135305",11,1,"Urban",1758064.66666667,1729000,2,1.7,482,1,"Male","Secondary",8,"Other",0,0,1758064.66666667,0,185.2,1030000,1030000,0,0,2376595.44720195,0,0,3089574.08136253,0,0,1,-527419.4,0,NA,0,502580.6,0.28587150946666
"26","11101135308",11,1,"Urban",3833583.33333333,2935000,4,2.7,482,1,"Male","Secondary",12,"Employed",0,0,3833583.33333333,0,185.2,1720000,1720000,0,0,5182333.09002433,0,0,6737033.01703163,0,0,1,-1150075,0,NA,0,569925,0.148666391322305
"27","11101135508",11,1,"Urban",5753930.33333333,5702000,4,2.7,482,1,"Male","Secondary",12,"Other",0,250000,5503930.33333333,0,185.2,1720000,1720000,0,337956.204379562,7440349.61849148,0,375131.386861314,9672454.50403893,0,0.0434485622030761,0.956551437796924,-1675003.58145329,0,NA,0,44996.4185467113,0.00782011876056975
"28","11101135514",11,1,"Urban",1703500,1483500,1,1,482,1,"Female","Illiterate",0,"Income without Work",0,0,1703500,0,185.2,550000,550000,0,0,2302833.57664234,0,0,2993683.64963504,0,0,1,-511050,0,NA,0,38949.9999999999,0.0228646903434106
"29","11102136114",11,1,"Urban",6857911.66666667,6775000,5,3,493,1,"Female","Primary",5,"Income without Work",0,2e+05,6657911.66666667,0,185.2,2050000,2050000,0,270364.96350365,9000330.22384428,0,300105.109489051,11700429.2909976,0,0.0291633969233102,0.97083660307669,-2016386.89965608,0,NA,0,33613.1003439226,0.00490136093576435
"30","11103137814",11,1,"Urban",5282000,5012000,7,5.2,319,1,"Female","Illiterate",0,"Employed",0,3e+05,4982000,0,185.2,2050000,2050000,0,405547.445255474,6734791.24087591,0,450157.664233577,8755228.61313869,0,0.0567966679288148,0.943203332071185,-1523254.0174874,0,NA,0,526745.982512598,0.0997247221720177
"31","11103137817",11,1,"Urban",4728911.66666667,4551000,5,3.4,319,1,"Male","Secondary",12,"Other",0,0,4728911.66666667,0,185.2,2050000,2050000,0,0,6392660.15085158,0,0,8310458.19610706,0,0,1,-1418673.5,0,NA,0,631326.5,0.133503551028478
"32","11103138108",11,1,"Urban",4452013.66666667,4065000,4,2.7,319,1,"Female","Primary",5,"Housekeeper",0,0,4452013.66666667,0,185.2,1720000,1720000,0,0,6018342.56253041,0,0,7823845.33128954,0,0,1,-1335604.1,0,NA,0,384395.9,0.0863420305463272
"33","11104138711",11,1,"Urban",6504000,5153000,6,4.1,445,1,"Male","Primary",5,"Employed",0,3e+05,6204000,0,185.2,2050000,2050000,0,405547.445255474,8386721.16788321,0,450157.664233577,10902737.5182482,0,0.0461254612546125,0.953874538745387,-1889802.34821881,0,NA,0,160197.651781194,0.0246306352677112
"34","11104138805",11,1,"Urban",4960629.33333333,4902500,4,2.7,445,1,"Male","Illiterate",0,"Employed",0,2e+05,4760629.33333333,0,185.2,1720000,1720000,0,270364.96350365,6435536.87980535,0,300105.109489051,8366197.94374696,0,0.0403174650958266,0.959682534904173,-1447238.26792539,0,NA,0,272761.732074613,0.0549853080619771
"35","11104139014",11,1,"Urban",5875578.33333333,5470000,5,3.2,445,1,"Male","Secondary",12,"Employed",4e+05,0,5475578.33333333,0,185.2,2050000,2050000,4e+05,0,7402022.68126521,6e+05,0,9622629.48564477,0.0680784047641268,0,0.931921595235873,-1837449.58448182,0,NA,0,212550.415518182,0.0361752330510754
"36","11105140505",11,1,"Urban",4622500,3215000,3,2.2,962,1,"Male","Secondary",8,"Employed",0,1e+05,4522500,0,185.2,1380000,1380000,0,135182.481751825,6113627.73722628,0,150052.554744526,7947716.05839416,0,0.0216333153055706,0.978366684694429,-1366244.51305049,0,NA,0,13755.4869495055,0.00297576786360314
"37","11105141202",11,1,"Urban",5296250,4160000,5,3.2,962,1,"Male","Illiterate",0,"Unemployed",0,0,5296250,0,185.2,2050000,2050000,0,0,7159602.18978102,0,0,9307482.84671533,0,0,1,-1588875,0,NA,0,461125,0.0870663205097946
"38","11105142405",11,1,"Urban",4627296,4572500,4,3.1,962,1,"Male","Illiterate",0,"Unemployed",0,0,4627296,0,185.2,1720000,1720000,0,0,6255293.57080292,0,0,8131881.6420438,0,0,1,-1388188.8,0,NA,0,331811.2,0.0717073643008789
"39","11106142514",11,1,"Urban",3896916.66666667,3198250,3,2.4,482,1,"Female","Primary",3,"Housekeeper",0,0,3896916.66666667,0,185.2,1380000,1380000,0,0,5267948.66180049,0,0,6848333.26034063,0,0,1,-1169075,0,NA,0,210925,0.0541261253555161
"40","11106142617",11,1,"Urban",1562000,1122000,2,1.7,482,1,"Male","Primary",5,"Income without Work",0,0,1562000,0,185.2,1030000,1030000,0,0,2111550.3649635,0,0,2745015.47445255,0,0,1,-468600,0,NA,0,561400,0.359411011523688
"41","11106142714",11,1,"Urban",3141000,2701000,2,1.7,402,1,"Female","Illiterate",0,"Income without Work",0,0,3141000,0,185.2,1030000,1030000,0,0,4246081.75182482,0,0,5519906.27737226,0,0,1,-942300,0,NA,0,87699.9999999999,0.0279210442534224
"42","11106143008",11,1,"Urban",2444097,2400500,3,2.2,402,1,"Male","Secondary",12,"Unemployed",0,0,2444097,0,185.2,1380000,1380000,0,0,3303990.9810219,0,0,4295188.27532847,0,0,1,-733229.1,0,NA,0,646770.9,0.264625708390461
"43","11106143014",11,1,"Urban",2021129.33333333,1960500,4,2.7,402,1,"Male","Illiterate",0,"Unemployed",0,0,2021129.33333333,0,185.2,1720000,1720000,0,0,2732212.79221411,0,0,3551876.62987835,0,0,1,-606338.8,0,NA,0,1113661.2,0.55100936967913
"44","11106143102",11,1,"Urban",5436444,5307000,6,3.7,402,1,"Male","Primary",5,"Employed",0,120000,5316444,0,185.2,2050000,2050000,0,162218.97810219,7186900.94014599,0,180063.065693431,9342971.22218978,0,0.0220732522950664,0.977926747704934,-1606327.47037896,0,NA,0,443672.529621036,0.0816107973559621
"45","11106143117",11,1,"Urban",5366750,4243000,5,3.4,402,1,"Male","Primary",5,"Other",0,0,5366750,0,185.2,2050000,2050000,0,0,7254905.83941606,0,0,9431377.59124088,0,0,1,-1610025,0,NA,0,439975,0.081981646247729
"46","11106143205",11,1,"Urban",2484000,2259000,2,1.7,402,1,"Female","Illiterate",0,"Income without Work",0,60000,2424000,0,185.2,1030000,1030000,0,81109.4890510949,3276823.35766423,0,90031.5328467153,4259870.3649635,0,0.0241545893719807,0.975845410628019,-732899.156752722,0,NA,0,297100.843247278,0.119605814511787
"47","11106143214",11,1,"Urban",6038500,6023500,6,3.9,402,1,"Male","Illiterate",0,"Unemployed",0,0,6038500,0,185.2,2050000,2050000,0,0,8162994.16058394,0,0,10611892.4087591,0,0,1,-1811550,0,NA,0,238450,0.0394882835141177
"48","11106143314",11,1,"Urban",1500166.66666667,1468000,4,2.7,402,1,"Female","Illiterate",0,"Housekeeper",0,0,1500166.66666667,0,185.2,1720000,1720000,0,0,2027962.53041363,0,0,2636351.28953771,0,0,1,-450050,0,NA,0,1269950,0.846539273414065
"49","11106143402",11,1,"Urban",4109500,3449500,3,2.4,402,1,"Male","Illiterate",0,"Other",0,0,4109500,0,185.2,1380000,1380000,0,0,5555324.08759124,0,0,7221921.31386861,0,0,1,-1232850,0,NA,0,147150,0.0358072758243095
"50","11106143405",11,1,"Urban",5124296,5052000,4,2.7,402,1,"Male","Secondary",12,"Employed",120000,160000,4844296,0,185.2,1720000,1720000,120000,216291.97080292,6548639.55620438,180000,240084.087591241,8513231.42306569,0.0234178509594294,0.0312238012792391,0.945358347761332,-1526755.98343805,0,NA,0,193244.016561948,0.0377113298220765
"51","11106143411",11,1,"Urban",4667916.66666667,3767500,4,2.9,402,1,"Male","Primary",3,"Unemployed",0,0,4667916.66666667,0,185.2,1720000,1720000,0,0,6310205.59610706,0,0,8203267.27493917,0,0,1,-1400375,0,NA,0,319625,0.068472730518611
"52","11106143505",11,1,"Urban",3342597,3299000,3,2.2,402,1,"Male","Secondary",12,"Employed",0,0,3342597,0,185.2,1380000,1380000,0,0,4518605.57956204,0,0,5874187.25343066,0,0,1,-1002779.1,0,NA,0,377220.9,0.112852641224772
"53","11106143514",11,1,"Urban",4748161.66666667,4630250,5,3.2,402,1,"Male","Primary",5,"Unemployed",0,0,4748161.66666667,0,185.2,2050000,2050000,0,0,6418682.77858881,0,0,8344287.61216545,0,0,1,-1424448.5,0,NA,0,625551.5,0.131746040660649
"54","11107143711",11,1,"Urban",1608699,1595000,1,1,206,1,"Female","Primary",5,"Income without Work",0,0,1608699,0,185.2,550000,550000,0,0,2174679.23211679,0,0,2827083.00175182,0,0,1,-482609.7,0,NA,0,67390.2999999999,0.0418911803886246
"55","11108144714",11,1,"Urban",6342194,6210000,5,3.4,193,1,"Male","Primary",5,"Unemployed",0,0,6342194,0,185.2,2050000,2050000,0,0,8573535.24671533,0,0,11145595.8207299,0,0,1,-1902658.2,0,NA,0,147341.8,0.0232319919573573
"56","11108144717",11,1,"Urban",5765495,5697000,5,3.6,193,1,"Male","Illiterate",0,"Income without Work",0,0,5765495,0,185.2,2050000,2050000,0,0,7793939.22627737,0,0,10132120.9941606,0,0,1,-1729648.5,0,NA,0,320351.5,0.05556357259871
"57","11110145505",11,1,"Urban",6585282.33333333,6027000,5,3.2,148,1,"Female","Primary",5,"Income without Work",150000,2e+05,6235282.33333333,0,185.2,2050000,2050000,150000,270364.96350365,8429009.40243309,225000,300105.109489051,10957712.223163,0.0227780666655295,0.0303707555540393,0.946851177780431,-1962418.39477723,0,NA,0,87581.6052227663,0.013299597616255
"58","11111146005",11,1,"Urban",4962879.33333333,4845000,5,3.2,85,1,"Male","Secondary",8,"Employed",0,2e+05,4762879.33333333,0,185.2,2050000,2050000,0,270364.96350365,6438578.48564477,0,300105.109489051,8370152.0313382,0,0.0402991865340537,0.959700813465946,-1447913.20885369,0,NA,0,602086.791146307,0.121318039530474
"59","11111146014",11,1,"Urban",5651962.66666667,5542000,4,2.7,85,1,"Male","Primary",5,"Employed",0,150000,5501962.66666667,0,185.2,1720000,1720000,0,202773.722627737,7437689.67785888,0,225078.832116788,9668996.58121655,0,0.0265394534335211,0.973460546566479,-1664842.48145334,0,NA,0,55157.5185466602,0.00975900263318445
"60","11111146017",11,1,"Urban",6636444,6253000,6,3.7,85,1,"Male","Primary",5,"Income without Work",0,250000,6386444,0,185.2,2050000,2050000,0,337956.204379562,8633353.49489051,0,375131.386861314,11223359.5433577,0,0.0376707766990876,0.962329223300912,-1939734.34164221,0,NA,0,110265.658357795,0.0166151719742975
"61","11112146311",11,1,"Urban",4901194,4738500,6,3.7,111,1,"Male","Primary",5,"Unemployed",0,0,4901194,0,185.2,2050000,2050000,0,0,6625555.68467153,0,0,8613222.39007299,0,0,1,-1470358.2,0,NA,0,579641.8,0.118265426751114
"62","11112146317",11,1,"Urban",4040097,3996500,3,2.2,111,1,"Male","Secondary",8,"Employed",0,0,4040097,0,185.2,1380000,1380000,0,0,5461503.38978102,0,0,7099954.40671533,0,0,1,-1212029.1,0,NA,1,167970.9,0.0415759572109283
"63","11112146405",11,1,"Urban",6139828.33333333,5985500,5,3.4,111,1,"Male","Primary",5,"Employed",0,0,6139828.33333333,0,185.2,2050000,2050000,0,0,8299972.3163017,0,0,10789964.0111922,0,0,1,-1841948.5,0,NA,0,208051.5,0.0338855565180025
"64","11112146502",11,1,"Urban",5522944,5393500,6,3.7,111,1,"Male","Primary",5,"Unemployed",0,0,5522944,0,185.2,2050000,2050000,0,0,7466052.7649635,0,0,9705868.59445255,0,0,1,-1656883.2,0,NA,0,393116.8,0.0711788495411143
"65","11112146508",11,1,"Urban",3141000,2701000,2,1.7,111,1,"Male","Illiterate",0,"Income without Work",0,0,3141000,0,185.2,1030000,1030000,0,0,4246081.75182482,0,0,5519906.27737226,0,0,1,-942300,0,NA,0,87699.9999999999,0.0279210442534224
"66","11113146608",11,1,"Urban",4175666.66666667,3281500,4,2.7,163,1,"Male","Secondary",8,"Employed",0,0,4175666.66666667,0,185.2,1720000,1720000,0,0,5644769.8296837,0,0,7338200.77858881,0,0,1,-1252700,0,NA,1,467300,0.111910273808573
"67","11113146702",11,1,"Urban",1362064.66666667,1333000,2,1.7,136,1,"Male","Primary",5,"Unemployed",0,0,1362064.66666667,0,185.2,1030000,1030000,0,0,1841272.81946472,0,0,2393654.66530414,0,0,1,-408619.4,0,NA,0,621380.6,0.456204918317632
"68","11113146705",11,1,"Urban",3786833.33333333,2903500,4,3.1,136,1,"Male","Illiterate",0,"Unemployed",0,0,3786833.33333333,0,185.2,1720000,1720000,0,0,5119135.27980535,0,0,6654875.86374696,0,0,1,-1136050,0,NA,0,583950,0.154205360679547
"69","11113146708",11,1,"Urban",3851411.66666667,3734000,5,3.2,136,1,"Male","Illiterate",0,"Unemployed",0,0,3851411.66666667,0,185.2,2050000,2050000,0,0,5206433.87347932,0,0,6768364.03552311,0,0,1,-1155423.5,0,NA,0,894576.5,0.232272365933357
"70","11113146711",11,1,"Urban",1170032.33333333,1155500,1,1,136,1,"Male","Illiterate",0,"Unemployed",0,0,1170032.33333333,0,185.2,550000,550000,0,0,1581678.74549878,0,0,2056182.36914842,0,0,1,-351009.7,0,NA,0,198990.3,0.170072479478487
"71","11113146717",11,1,"Urban",4337583.33333333,3439000,4,2.7,136,1,"Male","Primary",5,"Income without Work",0,0,4337583.33333333,0,185.2,1720000,1720000,0,0,5863652.79805353,0,0,7622748.63746959,0,0,1,-1301275,0,NA,0,418725,0.09653416841175
"72","11113146805",11,1,"Urban",3091481.33333333,3031000,2,1.7,136,1,"Male","Secondary",8,"Unemployed",0,0,3091481.33333333,0,185.2,1030000,1030000,0,0,4179141.1892944,0,0,5432883.54608272,0,0,1,-927444.4,0,NA,0,102555.6,0.0331736112698507
"73","11113146811",11,1,"Urban",2911000,2343500,2,1.7,136,1,"Male","Secondary",12,"Unemployed",0,360000,2551000,0,185.2,1030000,1030000,0,486656.934306569,3448505.10948905,0,540189.197080292,4483056.64233577,0,0.123668842322226,0.876331157677774,-800071.788426946,0,NA,0,229928.211573054,0.0789859881734985
"74","11113146905",11,1,"Urban",3373000,2933000,2,1.7,136,1,"Male","Illiterate",0,"Income without Work",0,0,3373000,0,185.2,1030000,1030000,0,0,4559705.10948905,0,0,5927616.64233577,0,0,1,-1011900,0,NA,0,18099.9999999999,0.00536614289949596
"75","11114147005",11,1,"Urban",6026161.66666667,5948500,5,3.2,205,1,"Male","Illiterate",0,"Unemployed",0,140000,5886161.66666667,0,185.2,2050000,2050000,0,189255.474452555,7957059.42092458,0,210073.576642336,10344177.2472019,0,0.0232320352064899,0.97676796479351,-1779144.44174539,0,NA,0,270855.558254612,0.0449466133231759
"76","11114147108",11,1,"Urban",2934828.33333333,2785500,5,3.2,171,1,"Male","University",16,"Unemployed",0,0,2934828.33333333,0,185.2,2050000,2050000,0,0,3967373.77615572,0,0,5157585.90900243,0,0,1,-880448.5,0,NA,0,1169551.5,0.398507635597085
"77","11114147217",11,1,"Urban",2598078.33333333,2474000,5,3.2,171,1,"Male","Primary",5,"Unemployed",0,0,2598078.33333333,0,185.2,2050000,2050000,0,0,3512146.76885645,0,0,4565790.79951338,0,0,1,-779423.5,0,NA,0,1270576.5,0.489044723439824
"78","11114147302",11,1,"Urban",1724500,1492000,1,1,171,1,"Female","Primary",3,"Income without Work",0,0,1724500,0,185.2,550000,550000,0,0,2331221.89781022,0,0,3030588.46715328,0,0,1,-517350,0,NA,0,32649.9999999999,0.0189330240649463
"79","11118148302",11,1,"Urban",3157398,3130000,2,1.7,121,1,"Male","Primary",5,"Employed",2e+05,0,2957398,0,185.2,1030000,1030000,2e+05,0,3997884.01167883,3e+05,0,5197249.21518248,0.0633432972339882,0,0.936656702766012,-984594.757512157,0,NA,0,45405.242487843,0.0143805888544438
"80","11118148311",11,1,"Urban",6395578.33333333,6307500,5,3.2,121,1,"Male","Illiterate",0,"Unemployed",0,0,6395578.33333333,0,185.2,2050000,2050000,0,0,8645701.513382,0,0,11239411.9673966,0,0,1,-1918673.5,0,NA,0,131326.5,0.0205339522331444
"81","11118148411",11,1,"Urban",1573699,1560000,1,1,121,1,"Female","Illiterate",0,"Income without Work",0,0,1573699,0,185.2,550000,550000,0,0,2127365.36350365,0,0,2765574.97255474,0,0,1,-472109.7,0,NA,0,77890.2999999999,0.049495043207119
"82","11119148505",11,1,"Urban",3161462.66666667,3115000,4,2.7,187,1,"Male","University",16,"Student",0,0,3161462.66666667,0,185.2,1720000,1720000,0,0,4273743.69245742,0,0,5555866.80019465,0,0,1,-948438.8,0,NA,0,771561.2,0.244051972567972
"83","11119148608",11,1,"Urban",1826199,1812500,1,1,156,1,"Female","Illiterate",0,"Income without Work",0,0,1826199,0,185.2,550000,550000,0,0,2468701.12992701,0,0,3209311.46890511,0,0,1,-547859.7,0,NA,0,2140.29999999993,0.00117199713722323
"84","11119148805",11,1,"Urban",5019796,4135000,4,2.7,156,1,"Male","Secondary",8,"Unemployed",0,0,5019796,0,185.2,1720000,1720000,0,0,6785884.81167883,0,0,8821650.25518248,0,0,1,-1505938.8,0,NA,0,214061.200000001,0.0426434062260699
"85","11301158905",13,1,"Urban",1746666.66666667,1530000,1,1,264,1,"Female","Illiterate",0,"Income without Work",0,30000,1716666.66666667,0,186.1,550000,550000,0,40751.8248175182,2331909.9756691,0,45234.5255474453,3031482.96836983,0,0.017175572519084,0.982824427480916,-517846.188208775,0,NA,0,32153.8117912246,0.0184086708728385
"86","11302160417",13,1,"Urban",3387898,3335000,2,1.7,460,1,"Male","Illiterate",0,"Income without Work",0,0,3387898,0,186.1,1030000,1030000,0,0,4602100.85985401,0,0,5982731.11781022,0,0,1,-1016369.4,0,NA,0,13630.5999999999,0.00402332065487209
"87","11302160602",13,1,"Urban",5441666.66666667,4315000,4,3.1,552,1,"Male","Illiterate",0,"Employed",0,1e+05,5341666.66666667,0,186.1,1720000,1720000,0,135839.416058394,7256088.80778589,0,150781.751824818,9432915.45012165,0,0.0183767228177642,0.981623277182236,-1611989.23954672,0,NA,0,108010.760453281,0.0198488380618586
"88","11303161714",13,1,"Urban",3453333.33333333,2805000,3,2.4,313,1,"Female","Illiterate",0,"Income without Work",0,50000,3403333.33333333,0,186.1,1380000,1380000,0,67919.7080291971,4623068.12652068,0,75390.8759124088,6009988.56447689,0,0.0144787644787645,0.985521235521235,-1025741.46254022,0,NA,0,354258.537459782,0.102584518569435
"89","11303161717",13,1,"Urban",1425000,1425000,1,1,313,1,"Female","Illiterate",0,"Income without Work",0,0,1425000,0,186.1,550000,550000,0,0,1935711.67883212,0,0,2516425.18248175,0,0,1,-427500,0,NA,0,122500,0.0859649122807017
"90","11303162902",13,1,"Urban",5133962.66666667,4790000,4,3.1,313,1,"Male","Illiterate",0,"Employed",1e+05,250000,4783962.66666667,0,186.1,1720000,1720000,1e+05,339598.540145985,6498506.95085158,150000,376954.379562044,8448059.03610706,0.0194781315121886,0.0486953287804716,0.93182653970734,-1507520.74094701,0,NA,0,212479.259052987,0.0413869895144648
"91","11303162905",13,1,"Urban",4421097,4215000,3,2.2,313,1,"Male","Secondary",8,"Employed",0,2e+05,4221097,0,186.1,1380000,1380000,0,271678.832116788,5733913.51605839,0,301563.503649635,7454087.57087591,0,0.0452376412460527,0.954762358753947,-1285394.46455854,0,NA,0,94605.5354414552,0.0213986563609564
"92","11305167005",13,1,"Urban",4776763.66666667,4649000,3,2.2,163,1,"Male","Secondary",12,"Employed",0,3e+05,4476763.66666667,0,186.1,1380000,1380000,0,407518.248175182,6081209.62311435,0,452345.255474453,7905572.51004866,0,0.0628040281945426,0.937195971805457,-1371712.1792015,0,NA,0,8287.82079849625,0.00173502843700025
